word_id_in_chunk,word,pred_label,pred_id,is_metaphor,metaphor_score,context,corpus,chunk_id,global_word_id,is_punct,lemma,pos
21,grips,LABEL_0,0,1,0.999382257461548,"their representatives to get to grips with immigration , both illegal",migration,2,87,False,grip,NOUN
104,helps,LABEL_0,0,1,0.9937679767608644,"the NHS . My Bill helps to reinforce parliamentary sovereignty ,",migration,2,170,False,help,VERB
106,reinforce,LABEL_0,0,1,0.99715256690979,". My Bill helps to reinforce parliamentary sovereignty , encourages transparency",migration,2,172,False,reinforce,VERB
116,focuses,LABEL_0,0,1,0.9985436797142028,transparency in decision making and focuses responsibility on Members of Parliament,migration,2,182,False,focus,VERB
129,restore,LABEL_0,0,1,0.9941149950027466,in doing so helps to restore faith in Government and in,migration,2,195,False,restore,VERB
131,solidly,LABEL_0,0,1,0.9971544742584229,other half of me is solidly English .,migration,3,334,False,solidly,ADV
74,hiding,LABEL_0,0,1,0.993196666240692,. There will be no hiding behind quangos or behind agencies,migration,5,503,False,hiding,NOUN
7,present,LABEL_0,0,1,0.9961887001991272,would require the Government to present a figure or range of,migration,6,517,False,present,ADJ
39,deliver,LABEL_0,0,1,0.999459981918335,see what each figure would deliver in terms of costs and,migration,6,549,False,deliver,VERB
76,far,LABEL_0,0,1,0.9954246282577516,the debate has happened thus far without reference to many of,migration,6,586,False,far,ADV
5,end,LABEL_0,0,1,0.9994454383850098,"Either way , at the end of the day , MPs",migration,7,618,False,end,NOUN
67,line,LABEL_0,0,1,0.990278422832489,"for specific numbers , in line with our international obligations .",migration,7,680,False,line,NOUN
86,plucking,LABEL_0,0,1,0.9987807869911194,not stipulating a figure or plucking one out of thin air,migration,7,699,False,pluck,VERB
90,thin,LABEL_0,0,1,0.9982484579086304,or plucking one out of thin air . This is the,migration,7,703,False,thin,ADJ
91,air,LABEL_0,0,1,0.9990279078483582,plucking one out of thin air . This is the principle,migration,7,704,False,air,NOUN
67,force,LABEL_0,0,1,0.998797595500946,", who are here in force , could suggest 2 million",migration,8,795,False,force,NOUN
89,power,LABEL_0,0,1,0.9993572235107422,this Bill is about giving power back to Parliament .,migration,8,817,False,power,NOUN
5,touches,LABEL_0,0,1,0.999713122844696,"For me , this debate touches on wider issues about parliamentarians",migration,9,827,False,touch,NOUN
7,wider,LABEL_0,0,1,0.9986687302589417,", this debate touches on wider issues about parliamentarians passing their",migration,9,829,False,wide,ADJ
11,passing,LABEL_0,0,1,0.9982049465179444,on wider issues about parliamentarians passing their powers and responsibilities to,migration,9,833,False,pass,VERB
33,cover,LABEL_0,0,1,0.9980856776237488,"and politicians effectively having to cover for them , whether it",migration,9,855,False,cover,VERB
55,power,LABEL_0,0,1,0.9979430437088012,"The answer is not less power to Parliament , or more",migration,9,877,False,power,NOUN
46,greater,LABEL_0,0,1,0.9913787841796876,", it would also allow greater thought on what our nation",migration,10,969,False,great,ADJ
94,demolished,LABEL_0,0,1,0.9982516169548036,"for Policy Studies report , demolished many of the lazy arguments",migration,10,1017,False,demolish,VERB
98,lazy,LABEL_0,0,1,0.9985549449920654,", demolished many of the lazy arguments about migration , such",migration,10,1021,False,lazy,ADJ
108,automatically,LABEL_0,0,1,0.9902048707008362,such as that it is automatically associated with economic growth —,migration,10,1031,False,automatically,ADV
112,growth,LABEL_0,0,1,0.9931194186210632,"is automatically associated with economic growth — arguably , the era",migration,10,1035,False,growth,NOUN
152,healthy,LABEL_0,0,1,0.9972834587097168,"our build rate is pretty healthy at the moment , but",migration,10,1075,False,healthy,ADJ
160,dwarfed,LABEL_0,0,1,0.9970427751541138,"moment , but it is dwarfed because of the high net",migration,10,1083,False,dwarf,VERB
3,force,LABEL_0,0,1,0.9990992546081544,My Bill would force us to think whether we,migration,11,1094,False,force,NOUN
23,higher,LABEL_0,0,1,0.9988746047019958,could do with encouragement or higher wages . One of the,migration,11,1114,False,higher,ADV
43,price,LABEL_0,0,1,0.9974581003189088,scale immigration comes at the price of suppressing wages of some,migration,11,1134,False,price,NOUN
37,route,LABEL_0,0,1,0.9991698265075684,"health and social care visa route . In fact , 146",migration,12,1241,False,route,NOUN
74,impact,LABEL_0,0,1,0.9995251893997192,need to think about the impact of the decisions we are,migration,12,1278,False,impact,NOUN
4,touch,LABEL_0,0,1,0.999720573425293,I would like to touch briefly on asylum as well,migration,13,1302,False,touch,NOUN
2,enhances,LABEL_0,0,1,0.9971523880958556,"My Bill enhances democracy , accountability and transparency",migration,15,1507,False,enhance,VERB
62,handing,LABEL_0,0,1,0.9921261072158812,"parliamentary scrutiny , opposing the handing back of powers to Members",migration,15,1567,False,handing,NOUN
116,greater,LABEL_0,0,1,0.995347499847412,less ; and we need greater scrutiny and a bigger role,migration,15,1621,False,great,ADJ
120,bigger,LABEL_0,0,1,0.9996860027313232,need greater scrutiny and a bigger role for Parliament to allow,migration,15,1625,False,big,ADJ
121,role,LABEL_0,0,1,0.9936609864234924,greater scrutiny and a bigger role for Parliament to allow MPs,migration,15,1626,False,role,NOUN
7,robust,LABEL_0,0,1,0.9960232377052308,people want a fair but robust immigration system . They are,migration,16,1669,False,robust,ADJ
19,deliver,LABEL_0,0,1,0.999630331993103,. My new law would deliver that and ensure that we,migration,16,1681,False,deliver,VERB
48,damage,LABEL_0,0,1,0.9981369972229004,act of absolutely bizarre economic damage to try to restrict their,migration,18,1784,False,damage,NOUN
50,impact,LABEL_0,0,1,0.995198369026184,"that will have a significant impact on our economy , because",migration,19,1868,False,impact,NOUN
9,seeking,LABEL_0,0,1,0.9950672388076782,"’ s Bill , in seeking to put a cap on",migration,20,1928,False,seek,VERB
13,cap,LABEL_0,0,1,0.9975597858428956,in seeking to put a cap on the number of people,migration,20,1932,False,cap,NOUN
27,Cutting,LABEL_0,0,1,0.9911601543426514,really be entitled the “ Cutting off our nose to spite,migration,20,1946,False,cut,VERB
34,face,LABEL_0,0,1,0.9932915568351746,our nose to spite our face ” Bill . A cap,migration,20,1953,False,face,VERB
39,cap,LABEL_0,0,1,0.9966312646865844,face ” Bill . A cap on numbers is entirely illogical,migration,20,1958,False,cap,NOUN
52,cap,LABEL_0,0,1,0.9986984133720398,". If he said the cap was 1 , 000 people",migration,20,1971,False,cap,NOUN
61,shut,LABEL_0,0,1,0.9925026297569276,"000 people , he would shut the door on the 1",migration,20,1980,False,shut,VERB
87,generate,LABEL_0,0,1,0.9932618141174316,benefits or otherwise they may generate . That is absolutely illogical,migration,20,2006,False,generate,VERB
62,views,LABEL_0,0,1,0.9994142651557922,says that people ’ s views of migration remain more positive,migration,21,2118,False,view,NOUN
61,faces,LABEL_0,0,1,0.9998398423194884,"it , because the sector faces significant shortages and we need",migration,22,2237,False,face,VERB
102,insipid,LABEL_0,0,1,0.990312159061432,growth than the pathetic and insipid wage growth that broke Brexit,migration,22,2278,False,insipid,NOUN
106,broke,LABEL_0,0,1,0.9987205266952516,"and insipid wage growth that broke Brexit Britain has had ,",migration,22,2282,False,break,VERB
39,impact,LABEL_0,0,1,0.9991138577461244,"shortages , which has an impact on productivity . Sectors such",migration,23,2334,False,impact,NOUN
63,crying,LABEL_0,0,1,0.9981903433799744,scientific and technical services are crying out for skills — skills,migration,23,2358,False,cry,VERB
129,tap,LABEL_0,0,1,0.991070568561554,", “ Turn off the tap and everything will be fine",migration,23,2424,False,tap,NOUN
90,roaring,LABEL_0,0,1,0.9991928339004515,"one has actually been a roaring success , having met and",migration,24,2531,False,roar,VERB
98,targets,LABEL_0,0,1,0.9948803782463074,"having met and exceeded its targets , so of course ,",migration,24,2539,False,target,NOUN
110,scrap,LABEL_0,0,1,0.9989885687828064,", Tory Members want to scrap it . You couldnae make",migration,24,2551,False,scrap,NOUN
8,removing,LABEL_0,0,1,0.9925890564918518,the Conservatives have made in removing dependants from visas have already,migration,25,2568,False,remove,VERB
14,knocked,LABEL_0,0,1,0.9996172785758972,dependants from visas have already knocked 0 . 5 % off,migration,25,2574,False,knock,VERB
28,road,LABEL_0,0,1,0.9997172355651855,"If they continue down that road , they will see further",migration,25,2588,False,road,NOUN
35,damage,LABEL_0,0,1,0.992639660835266,"they will see further economic damage , as well as significant",migration,25,2595,False,damage,NOUN
41,damage,LABEL_0,0,1,0.9969672560691832,", as well as significant damage to our educational institutions ,",migration,25,2601,False,damage,NOUN
58,built,LABEL_0,0,1,0.99926495552063,require international students has been built into their model over many,migration,25,2618,False,build,VERB
30,poor,LABEL_0,0,1,0.9968462586402892,made up because of the poor decisions that the Government are,migration,26,2697,False,poor,ADJ
38,pursuing,LABEL_0,0,1,0.9990505576133728,the Government are making in pursuing the end of free movement,migration,26,2705,False,pursue,VERB
40,end,LABEL_0,0,1,0.9979459643363952,"are making in pursuing the end of free movement , which",migration,26,2707,False,end,NOUN
65,operates,LABEL_0,0,1,0.9971482753753662,"limited circumstances , the UNHCR operates a resettlement policy , but",migration,27,2806,False,operate,VERB
177,areas,LABEL_0,0,1,0.991832673549652,Office ’ s immigration policy areas should be removed altogether and,migration,27,2918,False,area,NOUN
183,handed,LABEL_0,0,1,0.9922632575035096,should be removed altogether and handed over to an international organisation,migration,27,2924,False,hand,VERB
6,role,LABEL_0,0,1,0.9921154975891112,UNCHR has a very important role . It carries out international,migration,28,2960,False,role,NOUN
2,speaks,LABEL_0,0,1,0.9993295073509216,The Bill speaks to a very small and,migration,29,3035,False,speak,VERB
8,narrow,LABEL_0,0,1,0.9991737604141236,to a very small and narrow group of people within the,migration,29,3041,False,narrow,ADJ
78,decides,LABEL_0,0,1,0.9993752837181092,have a migration policy that decides who comes in and who,migration,29,3111,False,decide,VERB
30,links,LABEL_0,0,1,0.999634563922882,else . We have those links . We want Scotland to,migration,30,3178,False,link,NOUN
104,hands,LABEL_0,0,1,0.9992874264717102,"be in Scotland ’ s hands , rather than those of",migration,30,3252,False,hand,NOUN
144,stage,LABEL_0,0,1,0.999778926372528,home or on the international stage .,migration,30,3292,False,stage,NOUN
9,strong,LABEL_0,0,1,0.9989625811576844,"United Kingdom want to see strong border security , with a",migration,31,3303,False,strong,ADJ
26,bit,LABEL_0,0,1,0.9956450462341307,"where our country does its bit , alongside others , to",migration,31,3320,False,bit,NOUN
75,undermined,LABEL_0,0,1,0.9976900815963744,". Border security is being undermined by criminal smuggler gangs ,",migration,31,3369,False,undermine,VERB
16,huge,LABEL_0,0,1,0.9949278831481934,", and they are making huge profit from undermining our border",migration,32,3428,False,huge,ADJ
19,undermining,LABEL_0,0,1,0.9960860013961792,are making huge profit from undermining our border security and putting,migration,32,3431,False,undermine,VERB
87,dropped,LABEL_0,0,1,0.9958117604255676,in the Home Office has dropped . Home Office spending on,migration,32,3499,False,drop,VERB
100,space,LABEL_0,0,1,0.99921452999115,has increased sevenfold in the space of just three years .,migration,32,3512,False,space,NOUN
130,inherited,LABEL_0,0,1,0.9961742758750916,"and legislation that we have inherited from our predecessors , and",migration,32,3542,False,inherit,VERB
19,weak,LABEL_0,0,1,0.9971395134925842,we have inherited are too weak . Criminal gang networks are,migration,33,3599,False,weak,ADJ
135,weak,LABEL_0,0,1,0.995798110961914,the UK is far too weak . Information sharing with our,migration,33,3715,False,weak,ADJ
155,weak,LABEL_0,0,1,0.9980418682098388,"As a result of these weak arrangements , I am extremely",migration,33,3735,False,weak,ADJ
21,launched,LABEL_0,0,1,0.999570369720459,"years after the previous Government launched it , I can report",migration,34,3782,False,launch,VERB
0,Looking,LABEL_0,0,1,0.9947131276130676,"Looking forward , the costs are",migration,35,3876,False,look,VERB
27,covered,LABEL_0,0,1,0.9923014044761658,clear that it would have covered only a minority of arrivals,migration,35,3903,False,cover,VERB
37,portion,LABEL_0,0,1,0.9912744164466858,"arrivals , yet a substantial portion of future costs were fixed",migration,35,3913,False,portion,NOUN
158,lies,LABEL_0,0,1,0.9991484880447388,the failure of this policy lies with the previous UK Government,migration,35,4034,False,lie,NOUN
56,central,LABEL_0,0,1,0.9910593628883362,"12 months on , the central duty has not even been",migration,36,4114,False,central,ADJ
75,section,LABEL_0,0,1,0.9986284375190736,"billions of pounds . Under section 9 of the Act ,",migration,36,4133,False,section,NOUN
98,section,LABEL_0,0,1,0.9981722831726074,"accommodation . However , under section 30 , if they arrived",migration,36,4156,False,section,NOUN
161,work,LABEL_0,0,1,0.9992721676826476,because the law does not work . Only a small minority,migration,36,4219,False,work,VERB
43,cleared,LABEL_0,0,1,0.997571349143982,still have been processed and cleared in the normal way .,migration,37,4288,False,clear,VERB
3,shocked,LABEL_0,0,1,0.9909448623657228,I have been shocked to discover that the Home,migration,38,4369,False,shock,VERB
57,inherited,LABEL_0,0,1,0.9978379607200624,ever seen . We have inherited asylum “ Hotel California ”,migration,38,4423,False,inherit,VERB
141,track,LABEL_0,0,1,0.9996781349182128,if we continue down this track could be an eye -,migration,38,4507,False,track,NOUN
147,watering,LABEL_0,0,1,0.995651364326477,could be an eye - watering £ 30 billion to £,migration,38,4513,False,water,VERB
27,grip,LABEL_0,0,1,0.9995038509368896,"urgently taking to restore some grip to the system , to",migration,39,4561,False,grip,NOUN
33,tackle,LABEL_0,0,1,0.999505877494812,"to the system , to tackle the chaos and to get",migration,39,4567,False,tackle,VERB
99,cover,LABEL_0,0,1,0.993905246257782,by the previous Government to cover the MEDP this year .,migration,39,4633,False,cover,VERB
64,reverse,LABEL_0,0,1,0.9963552951812744,"returns and enforcement , to reverse the collapse in removals that",migration,41,4821,False,reverse,VERB
18,clear,LABEL_0,0,1,0.9952430129051208,again so that we can clear the backlog and end asylum,migration,42,4874,False,clear,ADV
66,laying,LABEL_0,0,1,0.9909428954124452,"the meantime , I am laying a statutory instrument that ends",migration,42,4922,False,lay,VERB
90,clearing,LABEL_0,0,1,0.9985353350639344,Home Office can immediately start clearing cases from after March 2023,migration,42,4946,False,clearing,NOUN
131,closely,LABEL_0,0,1,0.992209494113922,"out , we will work closely with our European neighbours to",migration,42,4987,False,closely,ADV
137,tackle,LABEL_0,0,1,0.997944474220276,with our European neighbours to tackle the upstream causes of migration,migration,42,4993,False,tackle,VERB
4,restoring,LABEL_0,0,1,0.9926483035087584,The Bill is about restoring order to the immigration and,migration,43,5010,False,restore,VERB
5,order,LABEL_0,0,1,0.9988055229187012,The Bill is about restoring order to the immigration and asylum,migration,43,5011,False,order,NOUN
13,rebuilding,LABEL_0,0,1,0.9937723875045776,immigration and asylum system and rebuilding our border security . Immigration,migration,43,5019,False,rebuild,VERB
50,bit,LABEL_0,0,1,0.996486485004425,country will always do our bit to help those who have,migration,43,5056,False,bit,NOUN
65,grip,LABEL_0,0,1,0.9993823170661926,", but the system needs grip and control , not gimmicks",migration,43,5071,False,grip,NOUN
95,challenges,LABEL_0,0,1,0.9983857870101928,that will solve the serious challenges . The gangs have been,migration,43,5101,False,challenge,NOUN
115,loosen,LABEL_0,0,1,0.9983395338058472,it will take time to loosen that grip and smash the,migration,43,5121,False,loosen,VERB
117,grip,LABEL_0,0,1,0.9993211030960084,take time to loosen that grip and smash the networks that,migration,43,5123,False,grip,NOUN
119,smash,LABEL_0,0,1,0.9987205266952516,to loosen that grip and smash the networks that lie behind,migration,43,5125,False,smash,VERB
123,lie,LABEL_0,0,1,0.9989962577819824,"and smash the networks that lie behind them , but there",migration,43,5129,False,lie,VERB
134,hard,LABEL_0,0,1,0.9965205788612366,is no alternative to the hard graft of going after those,migration,43,5140,False,hard,ADJ
151,far,LABEL_0,0,1,0.999267578125,getting away with this for far too long . Nor is,migration,43,5157,False,far,ADV
170,building,LABEL_0,0,1,0.9985355734825134,"on this international crime , building new alliances against organised criminals",migration,43,5176,False,build,VERB
36,space,LABEL_0,0,1,0.9985228776931764,that had quadrupled in the space of just four years .,migration,44,5230,False,space,NOUN
61,free,LABEL_0,0,1,0.9968479871749878,introducing what was effectively a free market experiment on immigration :,migration,44,5255,False,free,ADJ
62,market,LABEL_0,0,1,0.9983644485473632,what was effectively a free market experiment on immigration : encouraging,migration,44,5256,False,market,NOUN
74,loosening,LABEL_0,0,1,0.9967330694198608,"to recruit from abroad and loosening controls in different areas ,",migration,44,5268,False,loosen,VERB
85,tackle,LABEL_0,0,1,0.9996185898780824,but without any requirement to tackle skills and labour shortages here,migration,44,5279,False,tackle,VERB
96,undermined,LABEL_0,0,1,0.9983040690422058,at home . Those choices undermined the immigration system and the,migration,44,5290,False,undermine,VERB
30,order,LABEL_0,0,1,0.9965472221374512,that this Government would restore order and control to the immigration,migration,45,5329,False,order,NOUN
47,boosting,LABEL_0,0,1,0.9975857138633728,"migration substantially down , but boosting skills and training here at",migration,45,5346,False,boost,VERB
68,built,LABEL_0,0,1,0.9993883967399596,exactly that . It is built on five core principles :,migration,45,5367,False,build,VERB
100,linked,LABEL_0,0,1,0.9937456846237184,the immigration system must be linked to skills and training here,migration,45,5399,False,link,VERB
122,fill,LABEL_0,0,1,0.9965153932571412,rely solely on immigration to fill its skills shortages ; thirdly,migration,45,5421,False,fill,VERB
142,areas,LABEL_0,0,1,0.9969940781593324,", with clearer rules in areas such as respect for family",migration,45,5441,False,area,NOUN
171,tackling,LABEL_0,0,1,0.9981465339660645,"respected and enforced , including tackling illegal and irregular migration and",migration,45,5470,False,tackle,VERB
9,looking,LABEL_0,0,1,0.9975890517234802,an interconnected and outward - looking nation . Our history and,migration,46,5522,False,look,VERB
51,draw,LABEL_0,0,1,0.999021291732788,seek refuge . British citizens draw on heritage from all over,migration,46,5564,False,draw,VERB
79,strengthened,LABEL_0,0,1,0.9986898899078368,", our country has been strengthened by those who have come",migration,46,5592,False,strengthen,VERB
8,strong,LABEL_0,0,1,0.994938850402832,", global leading universities and strong historical international connections mean that",migration,47,5665,False,strong,ADJ
10,cut,LABEL_0,0,1,0.9944594502449036,training in the UK was cut . Lower skilled migration soared,migration,48,5718,False,cut,VERB
50,build,LABEL_0,0,1,0.9991593956947328,criminal gangs were allowed to build an entire smuggling industry along,migration,49,5907,False,build,VERB
64,crisis,LABEL_0,0,1,0.9926432371139526,undermining security and creating a crisis in the asylum system .,migration,49,5921,False,crisis,NOUN
23,works,LABEL_0,0,1,0.999180257320404,"sustainable and fair , and works for the UK . First",migration,50,6012,False,work,VERB
34,approach,LABEL_0,0,1,0.9982608556747437,", we are overhauling the approach to labour market policy ,",migration,50,6023,False,approach,NOUN
49,link,LABEL_0,0,1,0.997456669807434,"first time , we properly link the immigration system to skills",migration,50,6038,False,link,VERB
79,answer,LABEL_0,0,1,0.9909261465072632,should not always be the answer to which employers turn .,migration,50,6068,False,answer,VERB
91,tackle,LABEL_0,0,1,0.9984291195869446,"long - term failure to tackle skills shortages , bring in",migration,50,6080,False,tackle,VERB
133,undermines,LABEL_0,0,1,0.9949392080307008,"immigration system , because it undermines productivity and growth . We",migration,50,6122,False,undermine,NOUN
140,lift,LABEL_0,0,1,0.9974636435508728,and growth . We will lift the threshold for skilled worker,migration,50,6129,False,lift,VERB
174,access,LABEL_0,0,1,0.9952335357666016,"lower - skilled jobs , access to the points - based",migration,50,6163,False,access,NOUN
122,answer,LABEL_0,0,1,0.9973376393318176,is never again the only answer to the shortages that the,migration,51,6344,False,answer,VERB
129,faces,LABEL_0,0,1,0.9992099404335022,the shortages that the economy faces .,migration,51,6351,False,face,VERB
2,approach,LABEL_0,0,1,0.9994235038757324,This new approach means that we also need,migration,52,6355,False,approach,NOUN
62,suspended,LABEL_0,0,1,0.990223467350006,"licence to sponsor international staff suspended , and 39 , 000",migration,52,6415,False,suspend,VERB
80,dropped,LABEL_0,0,1,0.9915847778320312,"to care jobs has since dropped , but it must not",migration,52,6433,False,drop,VERB
142,extend,LABEL_0,0,1,0.992822289466858,"continue to be possible to extend existing visas , and to",migration,52,6495,False,extend,VERB
26,strengthen,LABEL_0,0,1,0.9937000274658204,"investment , but we will strengthen compliance requirements and checks to",migration,54,6639,False,strengthen,VERB
52,reduce,LABEL_0,0,1,0.9945505857467652,"jobs , so we will reduce the unrestricted period from two",migration,54,6665,False,reduce,VERB
37,apply,LABEL_0,0,1,0.9914166927337646,settlement and citizenship rules that apply the same approach . We,migration,55,6743,False,apply,VERB
40,approach,LABEL_0,0,1,0.9997008442878724,rules that apply the same approach . We will extend the,migration,55,6746,False,approach,NOUN
44,extend,LABEL_0,0,1,0.9983943700790404,same approach . We will extend the principles of the points,migration,55,6750,False,extend,VERB
107,higher,LABEL_0,0,1,0.9985880255699158,"we will introduce new , higher language requirements across a range",migration,55,6813,False,higher,ADV
112,range,LABEL_0,0,1,0.9983224868774414,"higher language requirements across a range of visa routes , for",migration,55,6818,False,range,NOUN
115,routes,LABEL_0,0,1,0.9949645400047302,"across a range of visa routes , for both main applicants",migration,55,6821,False,route,NOUN
18,following,LABEL_0,0,1,0.9979171752929688,"developed around case law , following court decisions , rather than",migration,56,6862,False,follow,VERB
31,framework,LABEL_0,0,1,0.9935070276260376,of a co - ordinated framework set out by Parliament .,migration,56,6875,False,framework,NOUN
45,framework,LABEL_0,0,1,0.993933081626892,"out a new , clearer framework to be endorsed by Parliament",migration,56,6889,False,framework,NOUN
65,applied,LABEL_0,0,1,0.9988843202590942,"rules should be interpreted and applied , to prevent confusion or",migration,56,6909,False,apply,VERB
15,stronger,LABEL_0,0,1,0.9994701147079468,. We will bring in stronger controls where there is evidence,migration,58,6991,False,strong,ADJ
56,wide,LABEL_0,0,1,0.9994530081748962,and remove perpetrators of a wide range of crimes who are,migration,59,7110,False,wide,ADV
57,range,LABEL_0,0,1,0.9982503652572632,remove perpetrators of a wide range of crimes who are abusing,migration,59,7111,False,range,NOUN
62,abusing,LABEL_0,0,1,0.9944706559181212,range of crimes who are abusing our system .,migration,59,7116,False,abuse,VERB
19,end,LABEL_0,0,1,0.9988276958465576,will be published before the end of the month . We,migration,60,7139,False,end,NOUN
62,impact,LABEL_0,0,1,0.9988357424736024,for eight years . The impact of the changes regarding skilled,migration,60,7182,False,impact,NOUN
110,charge,LABEL_0,0,1,0.9965794682502748,"workforce strategies , immigration skills charge and family and asylum reforms",migration,60,7230,False,charge,VERB
47,pledged,LABEL_0,0,1,0.9921562671661376,murderers and rapists . He pledged that he would reintroduce full,migration,62,7441,False,pledge,VERB
96,following,LABEL_0,0,1,0.9989258646965028,us if she will be following the Prime Minister ’ s,migration,62,7490,False,follow,VERB
10,weak,LABEL_0,0,1,0.9996687769889832,that this plan is so weak that it barely scratches the,migration,64,7582,False,weak,ADJ
14,scratches,LABEL_0,0,1,0.999866247177124,so weak that it barely scratches the surface . On its,migration,64,7586,False,scratch,NOUN
16,surface,LABEL_0,0,1,0.9994928240776062,that it barely scratches the surface . On its first page,migration,64,7588,False,surface,NOUN
24,seeks,LABEL_0,0,1,0.9998580813407898,"its first page , it seeks to create a false impression",migration,64,7596,False,seek,VERB
29,impression,LABEL_0,0,1,0.9997271299362184,seeks to create a false impression . It says — the,migration,64,7601,False,impression,NOUN
61,weak,LABEL_0,0,1,0.9996054172515868,is that this plan is weak and will have little impact,migration,67,7743,False,weak,ADJ
66,impact,LABEL_0,0,1,0.9979999661445618,weak and will have little impact . The Home Secretary admitted,migration,67,7748,False,impact,NOUN
71,admitted,LABEL_0,0,1,0.9978883862495422,impact . The Home Secretary admitted on Laura Kuenssberg ’ s,migration,67,7753,False,admit,VERB
99,impact,LABEL_0,0,1,0.9989871382713318,just one 10th of the impact of the previous Conservative changes,migration,67,7781,False,impact,NOUN
47,abusing,LABEL_0,0,1,0.998724400997162,"right to be here , abusing human rights laws in UK",migration,68,7835,False,abuse,VERB
26,cap,LABEL_0,0,1,0.999106228351593,"later today for the immigration cap , and will she vote",migration,70,7899,False,cap,NOUN
